day,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
2019-01-11,0.02169593705189025,-0.027855666743736407,0.003202823286431252,-0.0006786102322611972,-0.001469928323600674,0.0004591296588947931,-0.0031403374792136063,-0.0031396247901135745,0.0003507211932885686,-0.0018299426902303277,-0.006405083780072947,-0.00486543134049396,-0.0016085385820604852,-0.002265395478302068,-0.003043044301736112,-0.0028065333728806152,-0.001460441600987276,-0.003098503619451224,-0.0012916596395801487,-0.0010394517227911848,-0.0012238332894070798,-0.00013009254354923172,-0.002959803178550343,-0.0014778428010465323,-0.002910664637525725,-0.0034762488950714023,-0.005330385920614411,-0.005791960773515292,-0.0055886688795500445,-0.0062548320132528685,-0.002856381494231286,-0.0062780445728263246,-0.005200530370320126
2019-01-12,-0.05796290940421874,-0.03518373877808726,-0.016043548878748187,-0.0035072170317083837,0.0060945761797791915,0.008511138527373063,0.006185091325511334,0.005893679229551492,0.0007818280824123391,0.00750079559419851,0.008027540815745601,0.005296680989846851,0.006054021196760869,0.004768605693897143,0.00113473515040452,0.004019497577457602,0.0008835886956646277,0.005378384672908965,0.006298786629510407,0.004064486263321676,0.006453639592256384,0.0074977988573010634,0.005305247610723818,0.007002203617259006,0.005659759530193338,0.005709499815936603,0.007336523884826048,0.0069111514559579606,0.006271146917213717,0.007626581355151411,0.0033961530127826953,0.008501141448786775,0.006167811110572963
2019-01-13,0.008311158024308854,-0.01509907482967184,-0.015096031999030757,-0.003384809234786642,0.020190103067887044,0.02370974322437173,0.02167818233669916,0.022523213941346636,0.0011098543843687618,0.023515599655338743,0.029499480099511644,0.019029072108127505,0.02121673071577579,0.018806589477099084,0.008820547071638115,0.016320953348222922,0.0060487626589154075,0.019122054090225642,0.020860355461407742,0.012893057037230093,0.021288353679898304,0.023776378045921476,0.020280616587286637,0.023923994471960103,0.021453474852722643,0.01940263439227567,0.026278462158111953,0.026538099850663244,0.022795777291399293,0.028262939684229476,0.010933964011863454,0.02955839155217621,0.02211147995775094
2019-01-14,-0.0008727739794776035,0.037141514946796995,0.004482852821973952,0.0043135441061741275,-0.003916438845439944,-0.003858114936254431,-0.004691004756551524,-0.0052333384750185745,-0.000122879285421836,-0.005868894037585726,-0.009639488601318172,-0.005958252502819228,-0.0037970132736232878,-0.0032644675007376853,-0.0009874173094737888,-0.0035195065908408076,0.00023883219154955762,-0.003801144723592683,-0.004173099615075356,-0.0027633910714823053,-0.003933654169287,-0.003619645553663453,-0.004984429398672496,-0.004813547813711239,-0.004442550951851902,-0.004857193970699096,-0.008190857985404717,-0.008649139899950717,-0.007226252980803001,-0.00928687194732832,-0.0037125406509434336,-0.009858201574629652,-0.007042748805980399
2019-01-15,2.3461023814637844e-05,-0.016945917922095727,0.004522684470998091,0.004279313290381559,-0.002382847701501175,-0.001147106023527004,0.005058560327229067,0.00448362142271345,0.0006784076547742638,0.011068735441931507,0.007847509577587472,0.004283190223374274,-0.0007600648569283663,0.007537053244704772,0.004967145266376871,0.003459681013492736,0.006000379062086243,0.005242788881221354,-0.002156660459987414,-0.0007548225215456839,-0.007680498006206626,-0.00014258567912387812,0.0036390177283503653,0.0008386177658771624,0.005842782652342097,0.00718717731215938,0.008270400163256161,0.007514347652477642,0.005419824057635599,0.007038449356030263,0.0023750306080350114,0.007620813644649023,0.005679116043309544
2019-01-16,0.05900823695208102,0.071695280421185,0.042974731386743535,0.09386980431237557,-0.17692509097491568,-0.20351519671429763,-0.01624429821524605,-0.02688800028862559,0.0017934599350084568,0.06163778100282672,0.0642833828461485,0.04101120688450196,-0.14703458570262798,0.03401414588067878,0.07991862497060076,-0.00522941931909197,0.07413102600313337,0.008814913992656473,-0.17482109054847564,-0.09432887742992808,-0.3108602883851548,-0.17619203328276503,-0.030760953558008453,-0.13881696451756032,0.00419112377075385,0.05131406127904755,0.06374787186339681,0.059031667577879254,0.04862214252124956,0.06013832303062502,0.02423185711570852,0.06288923101660604,0.04688127328617053
2019-01-17,0.05548945577068235,0.07704961482131889,0.0435916928637529,0.09322782660346422,-0.16907200138460698,-0.19354996893697804,-0.006593820392584308,-0.01667483174619881,0.0025401080160320313,0.07301983794495263,0.0753451144190181,0.047647321021794475,-0.13816720114918754,0.04284420818611926,0.0838924013673501,0.003278190321776601,0.0776704222832647,0.017559459079246054,-0.1664131988483574,-0.08923976639332014,-0.3018575471810114,-0.16582066371544832,-0.02187648998407236,-0.12867321084536373,0.013939403358365965,0.059270773772842546,0.07304641913085892,0.0688931966127863,0.05687161178963329,0.07076778269921331,0.0279545341074711,0.07368532390069198,0.055333794091736145
2019-01-18,0.01452126824395572,0.015594209551844726,0.024568674959686138,0.08903682622686186,-0.17103895310767006,-0.1952287992986562,-0.0067116851111143445,-0.016133955936502947,0.002028981297038731,0.0721801510348558,0.07800684176269505,0.04967854200458118,-0.1394061199388125,0.04220529426739331,0.08290816027847485,0.002578109764743708,0.0760794084945055,0.01743021555156273,-0.16865004149436627,-0.09020052566203063,-0.30543436817770964,-0.16753309529063523,-0.02189993812903553,-0.12929669265960855,0.014253064405427137,0.06026185213506737,0.07551298851145383,0.0712472285088331,0.059003173675678866,0.07311112763994802,0.029526344033130886,0.07638617199661872,0.05699887737204209
2019-01-19,0.05860922263828705,0.033923829046535126,0.02778449212416234,0.0825602278800736,-0.15649692135746177,-0.17843852076431954,-0.011122998369916518,-0.019756909047842146,0.0019254186481264905,0.0582724586476718,0.06007335485695453,0.038479031378894746,-0.12855553822837695,0.03282801712831033,0.0720158510306345,-0.0026109831748411714,0.06590941763108482,0.010613184128966205,-0.15422359435156915,-0.08338640692081463,-0.2799833076906359,-0.15273233873812556,-0.024703071359081008,-0.12007150687910961,0.006637309411079724,0.04702891578624394,0.05913032932779346,0.055256370863994896,0.04561770585317445,0.05627254805597678,0.0229762846111455,0.058466321649494724,0.0439952508529157
2019-01-20,0.039194905559675274,0.025737616451075713,0.008397408809686683,0.07769874370041663,-0.12826133681027496,-0.14714986447138992,0.014140092796720497,0.006563623193985772,0.0018848760446127006,0.08523830775229631,0.10119168927364382,0.06465210397555794,-0.10135417274844993,0.05579113171463342,0.08379295894244798,0.01783104012535978,0.07490463499701387,0.03312262014948194,-0.12470891700342938,-0.06536483228706391,-0.2479861537282062,-0.12147177197868568,-0.001083971550565721,-0.08982531760431971,0.03263990103832981,0.07247848093813551,0.09541105435226498,0.09200144915856434,0.07777685955553615,0.09581233695828306,0.03841704637784934,0.09951507255968117,0.07462644975666481
2019-01-21,0.08198269179452833,0.08506795631510282,0.039109726452180325,0.08291950216840682,-0.15325532267888775,-0.17646417611758825,-0.013057419998934469,-0.02199877565572687,0.0017475214127644634,0.055085491703053734,0.056612443815993764,0.036214617264146355,-0.12678845834686361,0.030944028404976898,0.07068246161119991,-0.002603837348697328,0.06470281317555404,0.008720035745723997,-0.15092975487214932,-0.0813340085425196,-0.27255141011838696,-0.1524767807923816,-0.025773227561943557,-0.1196504569787334,0.0050078321664971765,0.04434649368223198,0.05561927986234524,0.05215529749826627,0.04259992298007168,0.053185082860855104,0.021364433519475885,0.05487128165492727,0.04137067142230825
2019-01-22,0.044480257854931406,0.006509660890051745,0.02297529318756819,0.06565542153715676,-0.1209331934947097,-0.13915007903264756,-0.0030717856061987328,-0.00962104370063018,0.0017109173122662469,0.055931056620841524,0.06081413524859958,0.03852625849058692,-0.09786305629363934,0.03279353678097744,0.06136597320101389,0.003731133896398712,0.0557720003470689,0.013985509769990578,-0.11855857735672526,-0.06321597262800704,-0.2196661616892038,-0.11852080973310682,-0.013996492253994278,-0.09116828062143896,0.01229992908792236,0.045478284698766025,0.05818762845678697,0.0551133577344487,0.04629369125095106,0.057293748919522436,0.02328030922191478,0.05993190333604067,0.0446631647907744
2019-01-23,0.058537573295683064,0.0394701795177402,0.022400321394366134,0.053894240429133454,-0.1037538031514238,-0.11893888356687121,-0.01084739099567796,-0.01637814183743469,0.0010594930038928159,0.034067550088738706,0.035953942639231094,0.023017142873788938,-0.08631309913920433,0.01838611686768517,0.04512133479598024,-0.0037177546849974283,0.041837099806565504,0.004353731863860233,-0.1021141866643438,-0.05498931992414521,-0.1830084765690705,-0.10228927012813749,-0.0187369240629011,-0.08090218924270864,0.001075716395792033,0.02805709983557107,0.03472001363007108,0.0327412273165241,0.027393743110529556,0.03412736118273004,0.01375428545362182,0.03549712146359152,0.026390740986739953
2019-01-24,0.04447039981986567,0.028939112489836976,-0.0006267950951318232,0.06131723225198401,-0.03091370526302632,-0.034132385696387914,0.03496586560057432,0.031020053793794133,0.0020897732378365084,0.0448601600314363,-0.020673389362334465,-0.01105159721206809,-0.017649020174342667,0.04403634906245172,0.0635289737975732,0.03812838209233652,0.05770911168882501,0.04301472897193145,-0.028991616098592132,-0.012064713888537545,-0.08043666976902664,-0.02289237686988906,0.029005653214984644,-0.009715185825148373,0.03923382354878443,0.025074840063068926,0.01353385848340268,-0.013001154527422306,-0.029342524290924505,-0.06594772558892507,-0.007760313310418709,-0.038594569518906496,-0.01981107386100156
2019-01-25,-0.027202787655685068,-0.005887465188928982,0.0013028654065297591,0.11266634073388786,0.05040333012337683,0.0576214570224843,0.08680196896258192,0.08268949572562878,0.00262364636101046,0.01390391386845972,-0.2340568990082804,-0.1421323305562329,0.06103362460110251,0.06480037412970201,0.10799886366897023,0.09714721467055683,0.09581634823500156,0.09118615500590958,0.05286130709465434,0.038093769796870625,0.038011365093292504,0.06557667109436476,0.08896700079483259,0.07036582690932776,0.07822667551179012,-0.0251315089270312,-0.09699706884629429,-0.19174656425771244,-0.23095133786143318,-0.407416618964523,-0.0910672978974952,-0.30040306405758727,-0.19091886928101628
2019-01-26,0.07341081868444747,0.04747782768603829,0.030567709970199825,0.10815178562584975,0.026402336604292326,0.030181412733610042,0.0623125711460073,0.05801142888541803,0.0015039765226472213,-0.004846071952457305,-0.24235113262399732,-0.1499111671617571,0.036774082633409165,0.04535504548211122,0.09242040948244752,0.07413566201926525,0.08212322575745468,0.06794977782366492,0.02830802294109998,0.022659894485837384,0.007566166560637022,0.03837439352785873,0.06494648209471847,0.043722299956748145,0.05514527346497585,-0.03927287642341071,-0.11151099239304536,-0.20101363185114943,-0.237692879440214,-0.41117983098569777,-0.09463543168970379,-0.3065664860875419,-0.19648893476407814
2019-01-27,0.06639442236394233,0.06419443505120359,0.04100445496424795,0.11422159146228061,-0.001189324506065385,-0.001007679928270555,0.05542360282009984,0.050204151526476316,0.002236789211298884,0.006344155841987664,-0.210567100821347,-0.12807552137647082,0.012132219765998839,0.04721469988603477,0.09846914855175888,0.06800634859366579,0.08691351762624855,0.06392463445186831,0.0011400423376611475,0.006886537665339532,-0.04196272995967506,0.010710774782267526,0.05564173823271249,0.02024887705020806,0.05259377014942442,-0.026995586575334702,-0.09116844418730825,-0.17297292216039217,-0.207061759507277,-0.36897290378831826,-0.08143208052162858,-0.27029225065917384,-0.17065421760612112
2019-01-28,0.07323817993706339,0.08151977464338156,0.03818008995546851,0.10375181571886187,-0.0018807328905658949,-0.001848165428005662,0.05338087211756518,0.048453104673478485,0.001967587087575199,0.011470453033057085,-0.1786615270897259,-0.10996554255682718,0.01100107675930495,0.04763402856718191,0.09311316486598346,0.06389669400590225,0.08208183967281624,0.06165672479500935,0.00025164578196434917,0.006318822528471972,-0.03800204222153406,0.008525959021423724,0.052887471739943535,0.019045843849759454,0.051165836608613624,-0.0180488115782369,-0.07280116323621459,-0.1464608130752302,-0.1780570820754761,-0.31643535889168667,-0.07005967240212267,-0.23045880518042297,-0.145733867956466
2019-01-29,0.03989215297716223,0.003602652573624946,0.02032530080729759,0.09355024905171898,0.03045163240193845,0.03570257908000377,0.06226383206211968,0.059380473574138115,0.0021244449967768495,0.008937090850842525,-0.18854358781616712,-0.11601548440266936,0.03853196815107326,0.04885914080229951,0.08688096505593694,0.0702069698091566,0.07661336582922,0.06670286126246872,0.03203422813408796,0.02344016226133287,0.012473356700242336,0.042741642294422455,0.06319986735613152,0.046866181188335965,0.05761174098552887,-0.02190785848737094,-0.07903648338111739,-0.15475801802047537,-0.18759472244655898,-0.3315288339692654,-0.07350150541744298,-0.242458584458164,-0.15351215008070765
2019-01-30,0.03793036523927965,0.05171753895865431,0.02865361238311988,0.0818983261567352,0.03234229428570264,0.03760376564592457,0.05182553003695182,0.04935908515058637,0.0020189400298627667,-0.004079276408000432,-0.1939430589785077,-0.11976214523302027,0.03848023625745226,0.03620798375156179,0.07214676499858023,0.06082429078030168,0.06312596802768855,0.05462085103939559,0.03396293896561738,0.02380890598602618,0.024449426854940743,0.04222547027526661,0.054645769875264406,0.04434059197118708,0.04597430813954665,-0.03156028110580896,-0.08839362807440339,-0.16073164148311037,-0.19036301302343261,-0.3298815060676897,-0.07472886495198594,-0.2449306246815679,-0.15609305675845123
2019-01-31,-0.021224207763152297,0.00960393396058882,-0.01655404062831038,0.05690332664139023,0.06558013097248121,0.0766233291405219,0.0687479115867653,0.06826439374722544,0.0022033332725414447,0.02011238528692605,-0.1285161934949146,-0.07897027084691259,0.06863336355704686,0.04932575451669082,0.06301105057699703,0.06895542559287844,0.054984940849548636,0.0663919600103684,0.06752117151272656,0.04255192415041087,0.07338495887212056,0.07977875071434355,0.07026585817095388,0.0764354292970566,0.06234426139896806,-0.007202721946727071,-0.04659110782255382,-0.1047760808414561,-0.13185216881944437,-0.23683917534266166,-0.050839296198829466,-0.16934069828334053,-0.10625508522646854
2019-02-01,0.006377388582803197,-0.023229818140939607,-0.0028762602483454933,0.012927024546476614,0.11424415848405663,0.13293928713672423,0.04826737447147641,0.0514606891767014,0.0015635701448696675,-0.03179535710741691,-0.18510255659274755,-0.1158531866479855,0.10362407365903288,0.004727487282497537,0.010965617041689857,0.046523469695359886,0.008256638918018014,0.03650094003978902,0.11499749366186911,0.06592334704927438,0.16939485043151356,0.12312626457300209,0.05676442772699808,0.1049203486464189,0.031083414332755705,-0.05107131786169342,-0.10236564944709918,-0.15739313221543524,-0.17447081814082419,-0.29039922044053945,-0.07183765616554805,-0.2245976330602956,-0.14668745465719368
2019-02-02,-0.021335757545079808,-0.009581950778030665,-0.0033286965539008526,-0.01421954263902562,0.14182223427385457,0.16611280564210565,0.03270126310393984,0.03816396438601307,0.0009460763509367235,-0.0646155093622743,-0.22430032052074603,-0.14171300648365026,0.1230455429769508,-0.023015969658981266,-0.0213862561937536,0.033511282125787765,-0.02072755780982612,0.016515042824087445,0.1411404718737573,0.07950128219733028,0.23448171050201103,0.1490505190405592,0.047078279757948316,0.12137912106909236,0.009493369745031307,-0.07763968085792368,-0.1386219298029093,-0.1925344706593958,-0.20636377275383064,-0.33100127915072264,-0.08719544390889222,-0.2649882132811057,-0.17554852867007043
2019-02-03,0.022373256644768674,0.006056821737450886,0.0035921048650756995,0.006259351617260656,0.12770082975711775,0.15007648326612197,0.04143405617852647,0.045169551432537425,0.0012401798671056359,-0.05199788783185818,-0.22445669123487613,-0.1401889801945536,0.11302583410099694,-0.010984663952615511,-0.0006072052953721337,0.04390161247599552,-0.0025039953848369953,0.028174616610210812,0.12764349662037264,0.07187721148605064,0.2048634305828291,0.13552894769073584,0.05414812347448598,0.11280460999661646,0.019391018664991932,-0.0685912136224518,-0.13149181817917702,-0.19074216486416695,-0.20747281378331137,-0.3421412957402626,-0.08714230623413706,-0.2691620312341249,-0.17620465254561632
2019-02-04,-0.011081485975258746,0.002170731962823543,-0.020171119119270386,-0.028517170896884696,0.16453271845279951,0.19266183197832407,0.05634776417909896,0.06236223167915019,0.0012570774017538848,-0.03902953767497319,-0.16654009246074253,-0.10386506487910434,0.14653458178835135,-0.005934350948354705,-0.01870942378705361,0.04731410735713452,-0.020157099545783968,0.03640896470073537,0.16478013988597193,0.09351424978834928,0.25786794531537954,0.1763020074546008,0.06723989980381084,0.14739351395188885,0.032078266125086095,-0.05233236060726831,-0.09815809616674098,-0.1423490446689432,-0.15435849396322462,-0.255420831440713,-0.06399675538108755,-0.19909346700880062,-0.13073512828511666
2019-02-05,-0.004006389169102675,-0.05996941262479597,-0.014182747906862877,-0.020457992158918675,0.17428000954186373,0.20367870025580123,0.04648926261999028,0.05268919773940054,0.001097870368063525,-0.06906197279120156,-0.2473922196990387,-0.1557240919493698,0.15265251434197,-0.02082121033605233,-0.023646382466194254,0.04448350402577628,-0.023283892182927406,0.026434695418231513,0.1739172232074703,0.09779836044879915,0.28319559008529155,0.1842035595755712,0.06231894676418204,0.15038881425899872,0.018742966235638054,-0.0843207779300954,-0.15116434517450492,-0.21207863193163945,-0.22751878769915942,-0.3677149133046684,-0.09625255889148725,-0.2925763585210917,-0.19446130754654808
2019-02-06,0.009121340827909238,0.0027171313694462165,0.0007085101737951405,-0.026378196614170513,0.18436332055587132,0.21426307151366095,0.03973042055612167,0.046524397402447924,0.0007365546033497594,-0.08345073606393753,-0.2644517192801364,-0.16647161940528488,0.15860006583727593,-0.030615575406925426,-0.032927743001832877,0.03847980150483199,-0.031830585375049125,0.018439787337900526,0.18277269042587166,0.10149329356847965,0.3074116122180796,0.19199230736150064,0.057875829095176634,0.15470400447343322,0.009922767328821358,-0.09600566422279755,-0.16611228819155807,-0.22801883067276632,-0.24132021053559694,-0.3831343305526029,-0.10333010680755243,-0.30977874146503187,-0.20766209774380417
2019-02-07,-0.10412465884749711,-0.016645098247391427,-0.018319203818889445,-0.0668140800136617,0.14169563296923057,0.16600783967372865,0.009187655979427648,0.01749072922786758,6.697790418227119e-05,-0.05742299649274921,-0.09948200944950998,-0.06407039689442702,0.11648602594939621,-0.034792859087879435,-0.06529323029395995,0.0014714345097302701,-0.05801486731401262,-0.010922606798018522,0.13972490195333087,0.07494539180396427,0.2523325639497207,0.14478469573736655,0.0216611195919351,0.11185126313386758,-0.009541987897616325,-0.05613785560577463,-0.08079662743632632,-0.0878048748052267,-0.08322614076781824,-0.11863865386081922,-0.03854968209829727,-0.10690880598756743,-0.07488877860310013
2019-02-08,-0.03966609815286123,-0.07297153140025525,-0.029349191075223047,-0.0935006839299047,0.07996330251349242,0.09336318551877228,-0.03128855298778591,-0.023542910426754677,-0.0009057698261235222,-0.04840700988318266,0.023741454301199855,0.01152015977374917,0.056008260119850085,-0.04895074402766456,-0.09173464766542623,-0.040454324289261066,-0.07960676686804853,-0.04622505590085465,0.07722794129583506,0.03689797795700637,0.17078389087365467,0.07414685593730959,-0.023286719525035398,0.04860541401410323,-0.039437691380027395,-0.033030105101158114,-0.020717166767036648,0.013791516986133642,0.0367928824476215,0.09469967820305847,0.009147092313086228,0.04925795171447541,0.023518039958192166
2019-02-09,-0.06602963450368593,-0.05353657396033196,-0.03199103517923311,-0.0853507445307778,0.05750351333455347,0.0680558420763635,-0.035854494315726924,-0.029501300412338338,-0.0006783808683197279,-0.04231111174733974,0.03663047348561251,0.020313954111625954,0.03711606521308012,-0.047271359040039464,-0.08409018299903763,-0.041784440488824494,-0.07296593265168412,-0.04738857274000837,0.05457372455561771,0.024962191818526176,0.13257788089267297,0.05126328873086372,-0.029021385561288564,0.030321580848940915,-0.0408989047771661,-0.027931540455688204,-0.011059550939150675,0.024733266445457442,0.0490348728758887,0.11565360695747451,0.014133359386342192,0.06513940684388835,0.03292588186802418
2019-02-10,-0.08171497155101932,-0.07027323350864527,-0.056717728696586533,-0.06688075739580412,0.041055210026767895,0.04759102775701359,-0.02486941545325827,-0.019809754869029916,-0.0006960653731716467,-0.02003648563561633,0.06189039402700066,0.0369385252528911,0.026326672791225175,-0.028262818063003792,-0.061721258865350404,-0.03171975730022947,-0.0533172504545106,-0.032909125035586996,0.03871938901590936,0.017401209498837982,0.0984425962044595,0.035552950764100665,-0.02134532719470439,0.0217877236608226,-0.026108703186755733,-0.008682638593702663,0.013668091414020367,0.047945664027332725,0.06854587353640203,0.14085963276660993,0.023935735734306185,0.08967909870085992,0.051123343411409415
2019-02-11,-0.13680543407312276,-0.13588326447796195,-0.10506168604794593,-0.08206106240749467,0.047966467387449065,0.05529583445860128,-0.023810990539344285,-0.01793301335531557,-0.0009774897965376301,-0.01555416972565619,0.08613417087278978,0.053160010631415545,0.03235373424098734,-0.02859206950017749,-0.07191762523652019,-0.03281905549783085,-0.06148379179466742,-0.034047170551587236,0.0460175972161041,0.0210576662066894,0.10614995736972717,0.04363860045314253,-0.020024067083717217,0.027210626426040403,-0.02581845035423047,-0.0008681120490482049,0.026854251408079993,0.0689092452480109,0.09277581333293543,0.17705557883224868,0.033653392371693513,0.11881196286793443,0.07076409958129926
